,ProductID,Weight,FatContent,ProductVisibility,ProductType,MRP,OutletID,EstablishmentYear,OutletSize,LocationType,OutletType,OutletSales
26,1304,13.0,0,0.035102094,9,47.6034,6,2004,2,1,1,806.1207
27,1291,5.825,0,0.091485232,9,161.3894,8,1997,2,0,1,2446.3418
28,13,13.8,0,0.058102469,4,244.6802,8,1997,2,0,1,3982.7405
29,327,12.8,0,0.022940349,6,116.5492,6,2004,2,1,1,1999.2058
30,1459,12.695633368756642,0,0.06737681,9,32.09,4,1985,2,0,0,67.74167
31,1146,9.5,1,0.022148582,10,194.9452,3,2009,1,2,2,2881.2532
32,1452,12.5,0,0.006792707,9,42.4112,3,2009,1,2,2,540.08307
33,981,12.695633368756642,1,0.024870035,6,217.7508,5,1985,1,2,3,5080.5625
34,1005,5.78,0,0.096931426,1,164.2552,2,2007,2,1,1,2522.898
35,814,12.695633368756642,1,0.008693632,10,205.098,5,1985,1,2,3,5811.871
36,899,12.695633368756642,0,0.078961284,3,80.3644,5,1985,1,2,3,2228.7097
37,307,10.395,0,0.050479463,0,114.0176,0,1998,2,2,0,245.65836
38,1303,18.35,0,0.089485918,9,192.1504,2,2007,2,1,1,3143.7354
39,1288,12.695633368756642,0,0.01594238,9,103.3964,5,1985,1,2,3,2478.3547
40,1289,21.1,0,0.029127115,9,143.3786,3,2009,1,2,2,1745.1008
41,1168,19.75,0,0.069236421,6,116.6466,0,1998,2,2,0,248.86053
42,1532,8.43,0,0.178699961,9,173.9422,2,2007,2,1,1,2967.6516
43,1367,15.35,0,0.015740089,11,144.847,3,2009,1,2,2,2168.9746
44,740,6.71,0,0.059565107,1,217.2166,0,1998,2,2,0,352.50818
45,250,10.195,0,0.126277921,3,112.1886,1,1987,0,2,1,1750.8275
46,823,11.65,0,0.291322397,4,55.8298,0,1998,2,2,0,182.21254
47,1470,12.85,0,0.053433908,8,183.2608,6,2004,2,1,1,3088.0613
48,380,12.15,0,0.131155007,5,248.146,6,2004,2,1,1,3805.5642
49,984,18.25,0,0.075194929,13,124.9046,8,1997,2,0,1,2021.0736
50,65,5.98,0,0.075557965,7,57.0614,8,1997,2,0,1,909.6471
51,613,12.65,0,0.122928415,10,106.6938,1,1987,0,2,1,1680.5128
52,884,13.1,1,0.044442342,6,181.0318,2,2007,2,1,1,3129.2732
53,514,20.7,1,0.100741569,6,122.3388,2,2007,2,1,1,1999.6813
54,1042,12.695633368756642,1,0.039651481,6,188.7188,5,1985,1,2,3,4871.4663
55,392,7.855,0,0.011278673,3,188.8188,9,1999,1,0,1,3185.0486
56,149,13.35,1,0.0,13,179.666,1,1987,0,2,1,3219.2144
57,912,17.25,0,0.106952661,5,38.3822,1,1987,0,2,1,642.41583
58,610,12.695633368756642,1,0.129825457,13,263.2568,4,1985,2,0,0,246.06506
59,349,10.395,1,0.029947409,4,90.1514,7,2002,2,1,1,1368.5271
60,1066,8.315,1,0.035565457,0,144.8444,6,2004,2,1,1,2444.0645
61,606,20.7,1,0.047760002,4,214.9876,2,2007,2,1,1,3651.506
62,1530,12.695633368756642,0,0.015089147,9,141.347,5,1985,1,2,3,3417.2092
63,816,21.35,0,0.07818366,6,96.8094,2,2007,2,1,1,1567.2278
64,672,5.88,0,0.086632125,5,152.6998,7,2002,2,1,1,2335.127
65,213,12.695633368756642,1,0.064306056,15,90.3804,5,1985,1,2,3,2486.715
66,159,7.435,0,0.08493006,15,165.8158,2,2007,2,1,1,2532.783
67,1363,14.65,0,0.072066634,9,262.5594,8,1997,2,0,1,3980.3691
68,487,14.0,0,0.041256807,15,181.2634,1,1987,0,2,1,3249.5466
69,1511,18.2,0,0.058587558,9,221.6456,7,2002,2,1,1,4146.2812
70,1515,17.6,0,0.015711434,9,180.0976,9,1999,1,0,1,3195.1511
71,257,12.695633368756642,0,0.032714163,0,108.1938,5,1985,1,2,3,2543.736
72,1213,7.71,1,0.047782552,4,122.3756,3,2009,1,2,2,1821.2001
73,61,7.81,0,0.067560171,14,245.2486,9,1999,1,0,1,4197.538
74,1311,16.35,0,0.029505077,9,256.2646,7,2002,2,1,1,3613.1519
75,14,13.0,1,0.045076104,14,173.7054,7,2002,2,1,1,2600.3745
76,1023,12.695633368756642,0,0.299544153,13,124.8704,4,1985,2,0,0,476.63516
77,228,13.35,0,0.139452413,5,148.6392,8,1997,2,0,1,2432.3918
78,139,12.695633368756642,0,0.246178257,7,252.4382,4,1985,2,0,0,698.2818
79,153,16.1,0,0.065128984,4,145.176,1,1987,0,2,1,2401.8245
80,11,17.85,0,0.024816585,14,152.6998,6,2004,2,1,1,2567.0208
81,1072,5.34,1,0.005988175,13,100.6358,3,2009,1,2,2,1607.2731
82,1323,5.51,0,0.034473804,8,97.3726,8,1997,2,0,1,1614.7008
83,1004,6.61,1,0.028987582,13,188.6898,1,1987,0,2,1,3170.1677
84,1175,6.38,0,0.032078604,4,177.6344,2,2007,2,1,1,2891.8027
85,1052,16.1,1,0.013593151,6,108.9596,6,2004,2,1,1,1701.0576
86,956,13.65,0,0.015911432,1,230.5668,8,1997,2,0,1,3849.9128
87,205,19.2,1,0.005588601,15,225.5062,8,1997,2,0,1,3555.7786
88,851,8.71,0,0.139510771,3,46.2376,7,2002,2,1,1,772.7667
89,190,17.75,1,0.262504325,4,242.2538,0,1998,2,2,0,489.25922
90,671,19.35,1,0.0,10,165.7816,7,2002,2,1,1,2615.622
91,1107,12.695633368756642,0,0.056783774,4,223.1404,5,1985,1,2,3,5908.752
92,779,12.695633368756642,0,0.041536279,5,107.7912,5,1985,1,2,3,2630.418
93,985,6.44,0,0.079538056,1,99.47,3,2009,1,2,2,1349.4784
94,1478,12.6,0,0.064057374,8,122.1414,1,1987,0,2,1,2050.809
95,1223,7.935,0,0.017156262,4,48.135,8,1997,2,0,1,761.0335
96,682,18.25,0,0.054540968,13,140.4154,2,2007,2,1,1,1995.0695
97,146,18.5,1,0.045648973,4,145.6102,3,2009,1,2,2,2097.5212
98,1230,6.035,1,0.065917194,0,185.724,7,2002,2,1,1,3276.9421
99,1484,11.8,0,0.058687359,8,81.1618,1,1987,0,2,1,1186.7899
100,940,6.26,1,0.009908113,10,151.1366,3,2009,1,2,2,2159.6296
101,575,16.5,1,0.094395215,0,97.2068,2,2007,2,1,1,1546.0839
102,1221,15.7,1,0.02777326,3,169.279,2,2007,2,1,1,2827.6611
103,398,6.635,1,0.006326106,0,122.1098,8,1997,2,0,1,2118.2495
104,3,12.695633368756642,0,0.143990546,14,191.553,4,1985,2,0,0,438.7873
105,1278,12.695633368756642,0,0.09233359,9,250.6066,5,1985,1,2,3,6365.7544
106,1115,12.695633368756642,0,0.083661793,3,248.6092,4,1985,2,0,0,625.3073
107,625,14.0,1,0.042022999,13,53.064,9,1999,1,0,1,859.657
108,504,12.695633368756642,1,0.072044336,4,48.8692,5,1985,1,2,3,1451.0348
109,969,17.75,0,0.0,4,249.775,3,2009,1,2,2,3587.9675
110,211,17.75,0,0.024404214,6,159.0262,0,1998,2,2,0,403.59943
111,744,8.155,0,0.119450639,10,190.653,8,1997,2,0,1,3118.3196
112,710,17.25,0,0.121917641,3,76.6986,0,1998,2,2,0,222.93446
113,332,12.695633368756642,1,0.131905128,5,232.0668,5,1985,1,2,3,6277.0024
114,702,6.175,1,0.179043614,10,95.3752,6,2004,2,1,1,1577.1329
115,114,12.695633368756642,0,0.0152302,7,107.0938,5,1985,1,2,3,2323.9822
116,883,8.18,1,0.082401592,5,55.9588,8,1997,2,0,1,892.9816
117,1123,8.355,0,0.013917468,0,92.5462,1,1987,0,2,1,1500.4595
118,1204,6.905,1,0.038140213,4,96.3726,6,2004,2,1,1,1545.2505
119,603,20.35,0,0.054166556,13,116.9466,7,2002,2,1,1,1777.903
120,908,12.695633368756642,0,0.03229139,0,178.766,5,1985,1,2,3,4832.8477
121,1409,19.25,0,0.108641498,9,33.0558,2,2007,2,1,1,595.2286
122,695,5.48,0,0.015105338,5,84.625,6,2004,2,1,1,1582.0001
123,275,5.425,1,0.114650377,0,87.3514,9,1999,1,0,1,1620.6829
124,180,12.1,0,0.115342009,0,220.2114,3,2009,1,2,2,3323.1167
125,1230,12.695633368756642,1,0.0,0,186.424,5,1985,1,2,3,4273.181
126,554,11.0,0,0.00896468,10,120.6756,7,2002,2,1,1,2068.1902
127,1074,5.765,0,0.082346376,0,38.8164,3,2009,1,2,2,549.1781
128,620,13.8,0,0.013318,3,110.1254,3,2009,1,2,2,1579.9504
129,620,13.8,0,0.01325293,3,108.2254,1,1987,0,2,1,1701.3369
130,1105,5.44,1,0.017131453,0,177.837,3,2009,1,2,2,2623.8826
131,327,12.8,0,0.022925594,6,116.4492,1,1987,0,2,1,1981.3641
132,1386,6.13,0,0.028316137,9,109.3912,6,2004,2,1,1,1712.8555
133,1201,8.195,0,0.052562923,0,93.9462,0,1998,2,2,0,205.77533
134,85,14.15,0,0.1837926,14,81.3276,9,1999,1,0,1,1293.7437
135,931,12.695633368756642,0,0.111296158,5,151.2708,4,1985,2,0,0,374.06033
136,783,16.75,0,0.029860799,13,39.5822,3,2009,1,2,2,486.32614
137,859,14.3,0,0.130617879,0,76.5328,9,1999,1,0,1,1290.6027
138,267,12.695633368756642,0,0.238990225,3,94.7094,4,1985,2,0,0,308.77267
139,1026,5.635,0,0.103186396,0,151.805,1,1987,0,2,1,2371.383
140,45,5.73,0,0.0,14,188.3898,0,1998,2,2,0,479.32663
141,801,7.155,1,0.168186376,1,36.5874,8,1997,2,0,1,663.6563
142,131,15.2,0,0.050255855,14,97.3752,9,1999,1,0,1,1501.906
143,1525,15.25,0,0.061173235,9,128.5968,6,2004,2,1,1,2021.9313
144,349,10.395,1,0.029881147,4,89.5514,6,2004,2,1,1,1440.1404
145,1269,8.76,0,0.050154219,8,126.9336,7,2002,2,1,1,1989.897
146,1306,9.13,0,0.051837621,9,152.6024,6,2004,2,1,1,2394.394
147,507,12.695633368756642,0,0.11013617,6,189.7846,5,1985,1,2,3,4828.8906
148,1272,19.6,0,0.024086626,9,106.0964,2,2007,2,1,1,1678.347
149,1284,12.695633368756642,0,0.013115567,9,53.7614,5,1985,1,2,3,1645.8138
150,603,20.35,0,0.0,13,118.9466,9,1999,1,0,1,2001.9438
151,623,10.0,0,0.038764258,6,246.2144,7,2002,2,1,1,3990.1216
152,1329,11.3,0,0.07986963,9,180.466,0,1998,2,2,0,548.8337
153,121,6.57,0,0.066057085,7,259.3278,6,2004,2,1,1,4507.322
154,1321,13.15,0,0.093044518,9,158.4604,3,2009,1,2,2,2156.6487
155,878,4.635,0,0.140771867,1,129.4994,1,1987,0,2,1,2057.4028
156,717,10.6,1,0.033186809,2,49.1008,3,2009,1,2,2,633.3905
157,888,9.3,0,0.11139344,1,65.2826,9,1999,1,0,1,1036.8982
158,108,7.02,0,0.049966527,4,82.525,7,2002,2,1,1,1322.3507
159,83,13.8,0,0.097212998,4,58.293,9,1999,1,0,1,935.74646
160,1010,7.825,1,0.150863781,5,158.0288,2,2007,2,1,1,2540.5015
161,1394,19.1,0,0.091900406,11,182.5608,6,2004,2,1,1,3135.3174
162,430,7.51,0,0.017414576,6,231.101,1,1987,0,2,1,4067.3625
163,875,8.85,0,0.053866912,6,183.0292,8,1997,2,0,1,3532.3516
164,1040,17.35,0,0.014714625,5,75.4038,9,1999,1,0,1,1153.5518
165,1240,17.75,0,0.127140836,0,110.5544,0,1998,2,2,0,258.75012
166,879,12.695633368756642,1,0.061923154,0,87.5514,5,1985,1,2,3,2441.6318
167,564,16.6,0,0.122417514,6,174.3738,9,1999,1,0,1,2841.8123
168,898,15.15,0,0.0,0,150.4708,7,2002,2,1,1,2524.4226
169,553,5.46,1,0.053858378,3,186.924,0,1998,2,2,0,566.3137
170,290,9.5,1,0.048784266,15,188.5898,7,2002,2,1,1,3323.6982
171,1327,13.5,0,0.073080167,9,161.492,2,2007,2,1,1,2670.4102
172,1426,8.275,0,0.184602443,9,106.5306,0,1998,2,2,0,298.2981
173,646,10.8,1,0.080582001,0,39.4138,0,1998,2,2,0,109.22378
174,1026,5.635,0,0.103856487,0,151.305,2,2007,2,1,1,2388.6455
175,430,7.51,0,0.017500079,6,228.801,3,2009,1,2,2,3133.7278
176,869,12.695633368756642,0,0.173275373,0,127.6362,5,1985,1,2,3,3135.2588
177,843,12.695633368756642,0,0.083393481,10,180.6292,5,1985,1,2,3,5110.61
178,732,12.695633368756642,1,0.0450476,0,36.4874,5,1985,1,2,3,1052.2798
179,48,12.695633368756642,0,0.051816577,14,236.4564,5,1985,1,2,3,5399.237
180,239,15.5,1,0.026297031,6,102.7332,6,2004,2,1,1,1700.627
181,385,4.905,0,0.117808305,3,198.5768,3,2009,1,2,2,2831.6792
182,406,9.285,1,0.049270974,5,243.9144,6,2004,2,1,1,4040.89
183,1294,8.97,0,0.093540749,9,55.4956,2,2007,2,1,1,860.72534
184,1388,18.75,0,0.087105823,8,108.228,0,1998,2,2,0,286.87778
185,1396,8.895,0,0.0,9,110.9544,9,1999,1,0,1,1799.8492
186,373,16.35,0,0.068068082,6,199.1426,6,2004,2,1,1,3205.814
187,361,10.195,1,0.01761655,15,239.4538,1,1987,0,2,1,3947.3167
188,87,9.5,0,0.040898157,7,225.2088,9,1999,1,0,1,3963.9812
189,1318,12.1,0,0.079791176,9,169.5106,6,2004,2,1,1,2793.0862
190,637,12.5,0,0.031049674,6,101.399,8,1997,2,0,1,1665.9312
191,954,15.2,0,0.019112323,13,236.2248,3,2009,1,2,2,2894.5466
192,1026,5.635,0,0.103272336,0,151.205,8,1997,2,0,1,2318.6375
193,496,12.695633368756642,1,0.054001526,3,227.8352,4,1985,2,0,0,633.0259
194,866,8.895,1,0.081073148,13,51.2008,6,2004,2,1,1,826.48334
195,1276,12.695633368756642,0,0.019774239,9,154.5972,5,1985,1,2,3,3961.3691
196,770,12.695633368756642,1,0.153038134,6,219.0456,4,1985,2,0,0,630.1767
197,248,6.89,1,0.13720009,13,191.882,2,2007,2,1,1,3190.063
198,1246,16.25,0,0.02573698,6,169.3474,8,1997,2,0,1,2779.8015
199,1234,12.695633368756642,0,0.070354806,5,53.9298,4,1985,2,0,0,167.32538
200,896,12.695633368756642,1,0.047028483,13,118.3782,5,1985,1,2,3,2955.9927
201,20,13.85,0,0.030857538,14,140.6154,7,2002,2,1,1,2200.3176
202,1043,16.75,0,0.045302246,13,189.1556,2,2007,2,1,1,3302.9607
203,591,18.0,0,0.073341257,3,155.7972,7,2002,2,1,1,2422.3118
204,186,9.21,0,0.00880049,6,123.0414,3,2009,1,2,2,1830.9807
205,664,20.85,0,0.039562497,10,118.1808,8,1997,2,0,1,1784.8153
206,623,10.0,0,0.038745948,6,245.0144,9,1999,1,0,1,3982.366
207,695,5.48,0,0.015193653,5,82.825,2,2007,2,1,1,1517.4746
208,577,19.25,1,0.027075481,10,195.611,6,2004,2,1,1,3253.2517
209,353,18.5,0,0.052068722,13,117.0124,8,1997,2,0,1,1841.2997
210,465,12.695633368756642,1,0.114010306,3,112.2202,5,1985,1,2,3,3057.4272
211,1280,12.695633368756642,0,0.111641021,9,38.8848,4,1985,2,0,0,101.021
212,814,15.7,1,0.008771522,10,205.798,3,2009,1,2,2,3178.655
213,198,20.25,1,0.103304968,3,92.612,2,2007,2,1,1,1528.8501
214,847,10.8,0,0.028919203,13,240.9222,1,1987,0,2,1,3940.1511
215,1393,18.5,0,0.034136703,11,130.0284,2,2007,2,1,1,2130.2964
216,641,12.695633368756642,1,0.045393469,10,102.2674,4,1985,2,0,0,269.31143
217,951,12.695633368756642,1,0.047199898,5,244.9144,5,1985,1,2,3,6505.956
218,591,18.0,0,0.07319282,3,154.2972,8,1997,2,0,1,2424.4553
219,1540,10.5,0,0.011287929,9,238.9248,8,1997,2,0,1,3813.97
220,84,12.695633368756642,0,0.036628533,7,145.6128,4,1985,2,0,0,439.6882
221,1089,14.0,1,0.105057952,5,141.1812,1,1987,0,2,1,2239.8853
222,669,15.6,1,0.0,13,169.2132,8,1997,2,0,1,2846.3328
223,860,11.6,0,0.017741644,3,178.3686,6,2004,2,1,1,2969.3462
224,1319,16.25,0,0.039225553,9,116.2176,7,2002,2,1,1,1887.8665
225,241,20.5,0,0.141766029,15,87.4172,6,2004,2,1,1,1348.9127
226,1132,5.035,1,0.080236064,1,226.4036,3,2009,1,2,2,3391.459
227,1261,17.6,0,0.082332074,8,160.392,8,1997,2,0,1,2589.2751
228,818,12.695633368756642,0,0.136085739,13,259.8962,4,1985,2,0,0,613.1998
229,270,8.68,0,0.008885672,5,96.9384,2,2007,2,1,1,1528.3137
230,1189,17.5,0,0.0,13,255.2356,1,1987,0,2,1,4075.452
231,159,7.435,0,0.141355941,15,168.5158,0,1998,2,2,0,368.6645
232,316,8.71,0,0.121227447,3,95.2778,6,2004,2,1,1,1580.3562
233,1072,5.34,1,0.005975976,13,100.8358,7,2002,2,1,1,1810.3412
234,1034,10.695,1,0.011425458,13,73.6038,8,1997,2,0,1,1190.5842
235,907,14.8,1,0.043961689,1,109.157,9,1999,1,0,1,1706.256
236,1506,18.0,0,0.01949589,8,127.8994,2,2007,2,1,1,2191.3535
237,1361,12.15,0,0.029523375,9,117.215,8,1997,2,0,1,1901.7373
238,401,12.695633368756642,1,0.062751586,5,244.2486,4,1985,2,0,0,550.94116
239,411,21.2,1,0.0,15,173.0738,2,2007,2,1,1,3182.9336
240,280,8.3,0,0.059175953,6,37.8506,0,1998,2,2,0,95.686516
241,1410,9.06,0,0.009831566,11,211.156,2,2007,2,1,1,3810.456
242,509,5.095,1,0.216762584,13,142.2838,0,1998,2,2,0,357.66406
243,1085,11.15,0,0.057254675,0,104.0622,2,2007,2,1,1,1654.9362
244,1072,5.34,1,0.0,13,101.0358,0,1998,2,2,0,249.62419
245,1168,19.75,0,0.041598912,6,118.0466,2,2007,2,1,1,1930.2782
246,27,19.6,0,0.024206741,4,47.0718,1,1987,0,2,1,765.3505
247,1280,10.695,0,0.063862271,9,38.1848,9,1999,1,0,1,673.7294
248,459,9.42,1,0.073484791,5,63.6194,0,1998,2,2,0,203.12613
249,689,13.5,1,0.125983278,13,264.691,2,2007,2,1,1,4039.868
250,991,19.35,1,0.058161092,6,239.4564,7,2002,2,1,1,3876.8813
251,1111,9.0,0,0.1092139,13,175.037,0,1998,2,2,0,433.87167
252,451,12.695633368756642,1,0.138195491,5,83.1276,4,1985,2,0,0,239.54947
253,1103,20.75,0,0.007595816,13,104.4622,2,2007,2,1,1,1690.5287
254,265,15.0,0,0.11956313,13,227.2694,2,2007,2,1,1,3906.9714
255,1458,17.85,0,0.018020588,8,94.4094,6,2004,2,1,1,1616.9596
256,61,7.81,0,0.067442541,14,244.7486,6,2004,2,1,1,4177.196
257,269,12.695633368756642,1,0.008239804,4,152.2708,5,1985,1,2,3,4205.4775
258,1164,12.1,0,0.030127406,3,74.567,8,1997,2,0,1,1166.3678
259,1181,17.6,1,0.016014343,1,44.0402,1,1987,0,2,1,603.08484
260,487,14.0,0,0.041524729,15,181.7634,2,2007,2,1,1,3777.4536
261,1487,15.1,0,0.055926872,9,141.4496,9,1999,1,0,1,2295.9297
262,1179,14.5,1,0.097597084,13,158.5262,3,2009,1,2,2,2470.9495
263,243,12.695633368756642,0,0.177107232,4,157.5288,5,1985,1,2,3,3901.2007
264,958,20.25,1,0.0,3,186.4924,9,1999,1,0,1,3111.2659
265,1491,9.0,0,0.019506654,9,169.5474,8,1997,2,0,1,2973.1763
266,1498,11.8,0,0.022936556,8,177.6686,3,2009,1,2,2,2696.7747
267,1528,20.25,0,0.02610006,9,182.8976,2,2007,2,1,1,3139.2507
268,800,7.51,0,0.103974431,13,112.1544,9,1999,1,0,1,1747.9808
269,424,12.695633368756642,1,0.086360962,13,153.7972,5,1985,1,2,3,3772.9204
270,557,17.85,0,0.011298801,13,213.256,2,2007,2,1,1,3829.6663
271,1282,9.1,0,0.055541153,9,115.6518,7,2002,2,1,1,1818.947
272,1518,12.695633368756642,0,0.088720803,8,144.4102,5,1985,1,2,3,3632.557
273,1481,5.88,0,0.024866609,9,148.3392,1,1987,0,2,1,2364.746
274,134,15.0,0,0.064129493,7,45.906,6,2004,2,1,1,816.7111
275,492,16.1,0,0.100213917,6,79.0328,6,2004,2,1,1,1305.4272
276,177,21.25,0,0.155621254,13,178.237,9,1999,1,0,1,2199.4424
277,746,21.1,1,0.161832494,6,65.7168,7,2002,2,1,1,927.9724
278,1154,11.8,1,0.170283492,3,115.1834,8,1997,2,0,1,1860.7468
279,914,15.15,1,0.012313256,13,132.8284,3,2009,1,2,2,1926.4014
280,64,12.695633368756642,0,0.0,4,94.812,5,1985,1,2,3,2385.395
281,170,5.985,0,0.005689466,0,186.6924,3,2009,1,2,2,2718.7747
282,1306,9.13,0,0.052140695,9,153.4024,2,2007,2,1,1,2370.8643
283,399,9.0,1,0.050579228,3,151.3024,9,1999,1,0,1,2430.3274
284,406,12.695633368756642,1,0.04904165,5,245.5144,5,1985,1,2,3,6180.918
285,969,17.75,0,0.034806679,4,250.175,9,1999,1,0,1,4131.395
286,1191,12.695633368756642,1,0.095395258,1,131.131,4,1985,2,0,0,302.59113
287,499,7.325,0,0.093530571,6,90.4146,9,1999,1,0,1,1389.3589
288,16,12.1,1,0.061124626,14,56.4614,1,1987,0,2,1,865.3523
289,625,14.0,1,0.0,13,54.864,8,1997,2,0,1,896.9781
290,447,12.85,0,0.121624114,13,42.2428,1,1987,0,2,1,659.8519
291,143,7.535,0,0.081719458,14,118.444,1,1987,0,2,1,1893.3494
292,1444,16.35,0,0.01336643,11,105.228,8,1997,2,0,1,1650.0907
293,695,12.695633368756642,0,0.015035032,5,84.025,5,1985,1,2,3,2388.9006
294,962,12.695633368756642,0,0.059557164,6,149.2366,5,1985,1,2,3,3802.0417
295,1262,19.2,0,0.077443049,9,194.511,1,1987,0,2,1,3000.1233
296,996,18.85,0,0.055470721,0,132.1284,7,2002,2,1,1,2031.5847
297,1387,14.5,0,0.019514867,11,165.121,7,2002,2,1,1,2645.5464
298,836,6.46,1,0.08228859,6,144.4102,0,1998,2,2,0,362.40237
299,110,14.15,0,0.036090136,14,41.1138,3,2009,1,2,2,526.6793
300,1333,20.25,0,0.098645981,9,244.746,0,1998,2,2,0,632.12286
301,25,15.7,0,0.03744271,14,181.1634,2,2007,2,1,1,3052.4758
302,1314,20.25,0,0.147933567,9,235.3616,8,1997,2,0,1,3403.8823
303,433,9.6,0,0.084937598,0,105.028,6,2004,2,1,1,1685.9122
304,630,20.5,0,0.020601136,6,91.683,6,2004,2,1,1,1531.82
305,628,12.35,1,0.158439388,10,156.0946,6,2004,2,1,1,2524.591
306,1492,12.695633368756642,0,0.0,8,165.7842,5,1985,1,2,3,4277.0713
307,1441,15.75,0,0.135072801,9,99.17,8,1997,2,0,1,1596.1733
308,867,19.2,0,0.035156307,13,179.1318,1,1987,0,2,1,2912.1716
309,211,12.695633368756642,0,0.014509564,6,157.4262,5,1985,1,2,3,4170.8643
310,472,9.395,1,0.100315391,0,85.8856,1,1987,0,2,1,1356.0787
311,1511,18.2,0,0.058420325,9,221.4456,1,1987,0,2,1,4232.9453
312,1271,19.0,0,0.027096298,9,128.6336,3,2009,1,2,2,1860.3748
313,1058,4.805,1,0.037912667,4,125.8704,2,2007,2,1,1,2083.819
314,1288,8.85,0,0.016110572,9,104.2964,2,2007,2,1,1,1704.7284
315,644,11.65,1,0.076158144,13,82.9908,3,2009,1,2,2,1182.1353
316,188,9.395,0,0.104338095,13,236.8932,2,2007,2,1,1,3681.8308
317,572,9.695,0,0.129998012,6,185.1898,8,1997,2,0,1,3117.1865
318,761,18.7,1,0.0,5,231.201,7,2002,2,1,1,3828.1213
319,1071,20.75,0,0.024247803,6,123.973,3,2009,1,2,2,1799.6254
320,902,8.89,0,0.005483027,5,100.4016,9,1999,1,0,1,1659.0043
321,1478,12.6,0,0.064371885,8,119.8414,3,2009,1,2,2,1731.5261
322,1373,12.6,0,0.082684949,9,176.6054,1,1987,0,2,1,2877.9001
323,237,13.1,1,0.098984923,5,198.2768,7,2002,2,1,1,3035.4373
324,375,9.3,1,0.014016743,13,196.8084,6,2004,2,1,1,3164.8367
325,725,12.695633368756642,1,0.060880827,10,124.4388,5,1985,1,2,3,3342.3208
326,294,17.7,1,0.068511767,6,83.2276,0,1998,2,2,0,183.05531
327,1210,17.85,0,0.0,13,127.502,7,2002,2,1,1,2181.4812
328,1234,8.935,0,0.04017515,5,54.1298,6,2004,2,1,1,928.3508
329,309,11.15,0,0.120441348,4,43.7744,3,2009,1,2,2,528.0029
330,1528,12.695633368756642,0,0.045440803,9,179.5976,4,1985,2,0,0,469.2497
331,764,11.1,0,0.135906738,13,217.9482,2,2007,2,1,1,3400.845
332,1047,10.0,0,0.025973288,3,264.3226,2,2007,2,1,1,4476.427
333,1172,12.695633368756642,1,0.23372937,0,52.4298,4,1985,2,0,0,141.8496
334,1422,12.8,0,0.091552173,11,107.1938,2,2007,2,1,1,1683.3541
335,822,9.895,1,0.028883289,3,116.6492,2,2007,2,1,1,1914.6757
336,901,13.35,0,0.03236252,10,62.0194,2,2007,2,1,1,959.2181
337,743,7.785,0,0.139835844,4,104.7306,7,2002,2,1,1,1615.5887
338,1269,12.695633368756642,0,0.049810328,8,129.2336,5,1985,1,2,3,3457.4912
339,373,16.35,0,0.068466049,6,197.1426,2,2007,2,1,1,3216.633
340,666,11.5,0,0.073178424,6,189.153,3,2009,1,2,2,2812.6292
341,126,15.2,0,0.113535259,14,36.0848,2,2007,2,1,1,645.80975
